index,ship_name,fandom,rpf,gender_combo,race_combo,orientation_combo,gen_ship,canon,canon_alignment,incest,country_of_origin,language,member_no,member_1,member_2,member_3,member_4
Merlin - Guinevere 'Gwen' Pendragon x Morgana,Guinevere 'Gwen' Pendragon x Morgana,Merlin,False,F / F,Black / White,str8,False,No,conflicted,non-blood related,UK,English,2,Guinevere 'Gwen' Pendragon,Morgana,,
Merlin - Morgana x Morgause,Morgana x Morgause,Merlin,False,F / F,White,str8 / unspecified,False,No,conflicted,Yes,UK,English,2,Morgana,Morgause,,
Miraculous: Tales of Ladybug & Cat Noir | Miraculous: Les Aventures de Ladybug et Chat Noir - Adrien Agreste | Chat Noir x Marinette Dupain-Cheng | Ladybug,Adrien Agreste | Chat Noir x Marinette Dupain-Cheng | Ladybug,Miraculous: Tales of Ladybug & Cat Noir | Miraculous: Les Aventures de Ladybug et Chat Noir,False,M / F,White / E Asian (Multi),str8,False,Yes,aligned,No,France,French,2,Adrien Agreste | Chat Noir,Marinette Dupain-Cheng | Ladybug,,
Miraculous: Tales of Ladybug & Cat Noir | Miraculous: Les Aventures de Ladybug et Chat Noir - Juleka Couffaine | Reflekta x Rose Lavillant | Princess Fragrance,Juleka Couffaine | Reflekta x Rose Lavillant | Princess Fragrance,Miraculous: Tales of Ladybug & Cat Noir | Miraculous: Les Aventures de Ladybug et Chat Noir,False,F / F,White,gay / bi,False,Yes,aligned,No,France,French,2,Juleka Couffaine | Reflekta,Rose Lavillant | Princess Fragrance,,
Mortal Instruments - Alec Lightwood x Magnus Bane,Alec Lightwood x Magnus Bane,Mortal Instruments,False,M / M,White / E Asian,gay / bi,False,Yes,aligned,No,USA,English,2,Alec Lightwood,Magnus Bane,,
Mortal Instruments - Clary Fray x Isabelle Lightwood,Clary Fray x Isabelle Lightwood,Mortal Instruments,False,F / F,White / Ambig,str8,False,No,conflicted,No,USA,English,2,Clary Fray,Isabelle Lightwood,,
Motherland - Raelle Collar x Scylla Ramshorn,Raelle Collar x Scylla Ramshorn,Motherland,False,F / F,White,gay / bi,False,Yes,aligned,No,UK,English,2,Raelle Collar,Scylla Ramshorn,,
My Chemical Romance - Frank Iero x Gerard Way,Frank Iero x Gerard Way,My Chemical Romance,True,M / M | Other,White,str8,False,No,conflicted,No,USA,English,2,Frank Iero,Gerard Way,,
My Hero Academia | 僕のヒーローアカデミア - Aizawa Shouta | Eraserhead & Midoriya Izuku | Deku,Aizawa Shouta | Eraserhead & Midoriya Izuku | Deku,My Hero Academia | 僕のヒーローアカデミア,False,M / M,E Asian,unspecified,True,gen ship,gen ship,gen ship,Japan,Japanese,2,Aizawa Shouta | Eraserhead,Midoriya Izuku | Deku,,
My Hero Academia | 僕のヒーローアカデミア - Aizawa Shouta | Eraserhead x Yamada Hizashi | Present Mic,Aizawa Shouta | Eraserhead x Yamada Hizashi | Present Mic,My Hero Academia | 僕のヒーローアカデミア,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Aizawa Shouta | Eraserhead,Yamada Hizashi | Present Mic,,
My Hero Academia | 僕のヒーローアカデミア - Asui Tsuyu | Froppy x Uraraka Ochako | Uravity,Asui Tsuyu | Froppy x Uraraka Ochako | Uravity,My Hero Academia | 僕のヒーローアカデミア,False,F / F,E Asian,unspecified / str8,False,No,conflicted,No,Japan,Japanese,2,Asui Tsuyu | Froppy,Uraraka Ochako | Uravity,,
My Hero Academia | 僕のヒーローアカデミア - Bakugou Katsuki & Midoriya Izuku | Deku,Bakugou Katsuki & Midoriya Izuku | Deku,My Hero Academia | 僕のヒーローアカデミア,False,M / M,E Asian,unspecified,True,gen ship,gen ship,gen ship,Japan,Japanese,2,Bakugou Katsuki,Midoriya Izuku | Deku,,
My Hero Academia | 僕のヒーローアカデミア - Bakugou Katsuki x Kirishima Eijirou | Red Riot,Bakugou Katsuki x Kirishima Eijirou | Red Riot,My Hero Academia | 僕のヒーローアカデミア,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Bakugou Katsuki,Kirishima Eijirou | Red Riot,,
My Hero Academia | 僕のヒーローアカデミア - Bakugou Katsuki x Midoriya Izuku | Deku,Bakugou Katsuki x Midoriya Izuku | Deku,My Hero Academia | 僕のヒーローアカデミア,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Bakugou Katsuki,Midoriya Izuku | Deku,,
My Hero Academia | 僕のヒーローアカデミア - Bakugou Katsuki x Todoroki Shouto | Shoto,Bakugou Katsuki x Todoroki Shouto | Shoto,My Hero Academia | 僕のヒーローアカデミア,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Bakugou Katsuki,Todoroki Shouto | Shoto,,
My Hero Academia | 僕のヒーローアカデミア - Bakugou Katsuki x Uraraka Ochako | Uravity,Bakugou Katsuki x Uraraka Ochako | Uravity,My Hero Academia | 僕のヒーローアカデミア,False,M / F,E Asian,unspecified / str8,False,No,ambiguous,No,Japan,Japanese,2,Bakugou Katsuki,Uraraka Ochako | Uravity,,
My Hero Academia | 僕のヒーローアカデミア - Bakugou Katsuki x Y/N | Reader,Bakugou Katsuki x Y/N | Reader,My Hero Academia | 僕のヒーローアカデミア,False,M / Ambig,E Asian / Ambig,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Bakugou Katsuki,Y/N | Reader,,
My Hero Academia | 僕のヒーローアカデミア - Jirou Kyouka | Earphone Jack x Yaoyorozu Momo | Creati,Jirou Kyouka | Earphone Jack x Yaoyorozu Momo | Creati,My Hero Academia | 僕のヒーローアカデミア,False,F / F,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Jirou Kyouka | Earphone Jack,Yaoyorozu Momo | Creati,,
My Hero Academia | 僕のヒーローアカデミア - Kaminari Denki | Chargebolt x Shinsou Hitoshi,Kaminari Denki | Chargebolt x Shinsou Hitoshi,My Hero Academia | 僕のヒーローアカデミア,False,M / M,E Asian,str8 / unspecified,False,No,conflicted,No,Japan,Japanese,2,Kaminari Denki | Chargebolt,Shinsou Hitoshi,,
My Hero Academia | 僕のヒーローアカデミア - Midoriya Izuku | Deku & Todoroki Shouto | Shoto,Midoriya Izuku | Deku & Todoroki Shouto | Shoto,My Hero Academia | 僕のヒーローアカデミア,False,M / M,E Asian,unspecified,True,gen ship,gen ship,gen ship,Japan,Japanese,2,Midoriya Izuku | Deku,Todoroki Shouto | Shoto,,
My Hero Academia | 僕のヒーローアカデミア - Midoriya Izuku | Deku & Yagi Toshinori | All Might,Midoriya Izuku | Deku & Yagi Toshinori | All Might,My Hero Academia | 僕のヒーローアカデミア,False,M / M,E Asian,unspecified,True,gen ship,gen ship,gen ship,Japan,Japanese,2,Midoriya Izuku | Deku,Yagi Toshinori | All Might,,
My Hero Academia | 僕のヒーローアカデミア - Midoriya Izuku | Deku x Todoroki Shouto | Shoto,Midoriya Izuku | Deku x Todoroki Shouto | Shoto,My Hero Academia | 僕のヒーローアカデミア,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Midoriya Izuku | Deku,Todoroki Shouto | Shoto,,
My Hero Academia | 僕のヒーローアカデミア - Midoriya Izuku | Deku x Uraraka Ochako | Uravity,Midoriya Izuku | Deku x Uraraka Ochako | Uravity,My Hero Academia | 僕のヒーローアカデミア,False,M / F,E Asian,unspecified / str8,False,One-sided,ambiguous,No,Japan,Japanese,2,Midoriya Izuku | Deku,Uraraka Ochako | Uravity,,
My Hero Academia | 僕のヒーローアカデミア - Takami Keigo | Hawks x Todoroki Touya | Dabi,Takami Keigo | Hawks x Todoroki Touya | Dabi,My Hero Academia | 僕のヒーローアカデミア,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Takami Keigo | Hawks,Todoroki Touya | Dabi,,
My Hero Academia | 僕のヒーローアカデミア - Toga Himiko x Uraraka Ochako | Uravity,Toga Himiko x Uraraka Ochako | Uravity,My Hero Academia | 僕のヒーローアカデミア,False,F / F,E Asian,bi / str8,False,One-sided,conflicted,No,Japan,Japanese,2,Toga Himiko,Uraraka Ochako | Uravity,,
NCIS - Abigail Beethoven 'Abby' Sciuto x Ziva David,Abigail Beethoven 'Abby' Sciuto x Ziva David,NCIS,False,F / F,White / MENA,str8,False,No,conflicted,No,USA,English,2,Abigail Beethoven 'Abby' Sciuto,Ziva David,,
NCIS - Anthony DiNozzo x Jethro Gibbs,Anthony DiNozzo x Jethro Gibbs,NCIS,False,M / M,White,str8,False,No,conflicted,No,USA,English,2,Anthony DiNozzo,Jethro Gibbs,,
NCIS - Kate Whistler x Lucy Tara,Kate Whistler x Lucy Tara,NCIS,False,F / F,White / MENA / SE Asian (Multi),gay,False,Yes,aligned,No,USA,English,2,Kate Whistler,Lucy Tara,,
Naruto - Haruno Sakura x Yamanaka Ino,Haruno Sakura x Yamanaka Ino,Naruto,False,F / F,E Asian,str8,False,No,conflicted,No,Japan,Japanese,2,Haruno Sakura,Yamanaka Ino,,
Naruto - Uchiha Sasuke x Uzumaki Naruto,Uchiha Sasuke x Uzumaki Naruto,Naruto,False,M / M,E Asian,str8,False,No,conflicted,No,Japan,Japanese,2,Uchiha Sasuke,Uzumaki Naruto,,
Neo Culture Technology / NCT - Lee Donghyuck | Haechan x Mark Lee | Mark,Lee Donghyuck | Haechan x Mark Lee | Mark,Neo Culture Technology / NCT,True,M / M,E Asian,unspecified,False,No,ambiguous,No,South Korea,Korean,2,Lee Donghyuck | Haechan,Mark Lee | Mark,,
Neo Culture Technology / NCT - Lee Jeno | Jeno x Na Jaemin | Jaemin,Lee Jeno | Jeno x Na Jaemin | Jaemin,Neo Culture Technology / NCT,True,M / M,E Asian,unspecified,False,No,ambiguous,No,South Korea,Korean,2,Lee Jeno | Jeno,Na Jaemin | Jaemin,,
New Gods | 新神榜 - Erlang Shen | Yang Jian x Liu Chenxiang,Erlang Shen | Yang Jian x Liu Chenxiang,New Gods | 新神榜,False,M / M,E Asian,unspecified,False,No,ambiguous,Yes,China,Chinese,2,Erlang Shen | Yang Jian,Liu Chenxiang,,
Omniscient Reader | 전지적 독자 시점 - Kim Dokja x Yoo Joonghyuk,Kim Dokja x Yoo Joonghyuk,Omniscient Reader | 전지적 독자 시점,False,M / M,E Asian,unspecified / str8,False,No,conflicted,No,South Korea,Korean,2,Kim Dokja,Yoo Joonghyuk,,
Once Upon a Time - Aurora x Mulan,Aurora x Mulan,Once Upon a Time,False,F / F,White / E Asian,str8 / gay,False,One-sided,conflicted,No,USA,English,2,Aurora,Mulan,,
Once Upon a Time - Belle x Mr. Gold | Rumpelstiltskin,Belle x Mr. Gold | Rumpelstiltskin,Once Upon a Time,False,F / M,White,str8,False,Yes,aligned,No,USA,English,2,Belle,Mr. Gold | Rumpelstiltskin,,
Once Upon a Time - Belle x Ruby | Red Riding Hood,Belle x Ruby | Red Riding Hood,Once Upon a Time,False,F / F,White,str8 / bi,False,No,conflicted,No,USA,English,2,Belle,Ruby | Red Riding Hood,,
Once Upon a Time - Emma Swan x Killian Jones | Captain Hook,Emma Swan x Killian Jones | Captain Hook,Once Upon a Time,False,F / M,White,str8,False,Yes,aligned,No,USA,English,2,Emma Swan,Killian Jones | Captain Hook,,
Once Upon a Time - Emma Swan x Regina Mills | Evil Queen,Emma Swan x Regina Mills | Evil Queen,Once Upon a Time,False,F / F,White / Latin,str8,False,No,conflicted,non-blood related,USA,English,2,Emma Swan,Regina Mills | Evil Queen,,
Once Upon a Time - Regina Mills | Evil Queen x Ruby | Red Riding Hood,Regina Mills | Evil Queen x Ruby | Red Riding Hood,Once Upon a Time,False,F / F,Latin / White,str8 / bi,False,No,conflicted,No,USA,English,2,Regina Mills | Evil Queen,Ruby | Red Riding Hood,,
One Direction - Harry Styles x Louis Tomlinson,Harry Styles x Louis Tomlinson,One Direction,True,M / M,White,unspecified / str8,False,No,conflicted,No,UK,English,2,Harry Styles,Louis Tomlinson,,
One Direction - Harry Styles x Niall Horan,Harry Styles x Niall Horan,One Direction,True,M / M,White,unspecified / str8,False,No,conflicted,No,Ireland / UK,English,2,Harry Styles,Niall Horan,,
One Direction - Harry Styles x Zayn Malik,Harry Styles x Zayn Malik,One Direction,True,M / M,White / S Asian,unspecified / str8,False,No,conflicted,No,UK,English,2,Harry Styles,Zayn Malik,,
One Direction - Liam Payne x Louis Tomlinson,Liam Payne x Louis Tomlinson,One Direction,True,M / M,White,str8,False,No,conflicted,No,UK,English,2,Liam Payne,Louis Tomlinson,,
One Direction - Liam Payne x Niall Horan,Liam Payne x Niall Horan,One Direction,True,M / M,White,str8,False,No,conflicted,No,Ireland / UK,English,2,Liam Payne,Niall Horan,,
One Direction - Liam Payne x Zayn Malik,Liam Payne x Zayn Malik,One Direction,True,M / M,White / S Asian,str8,False,No,conflicted,No,UK,English,2,Liam Payne,Zayn Malik,,
